system:index,area_milho_1safra_ha,area_milho_safrinha_ha,area_milho_total_ha,area_soja_ha,metodo,municipio,safra,.geo
0,69.21847532300762,1574.7502674930108,1643.9687428160184,53252.75693289306,MapBiomas + NDVI (fenologia: safra principal + safrinha),Santa Maria - RS,2023/2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
